model,session,trial_number,state,state_label,p_state0,p_state1,p_state2,p_go,actual_choice,pupil_zscore,stim_strength
corrected,243-R-mPFC-S1-NE_2023_01_05,79,2,Engaged,0.288432,0.000456265,0.711112,0.953668,1,0.308787,0.25
corrected,243-R-mPFC-S1-NE_2023_01_05,80,2,Engaged,0.288499,0.00186524,0.709636,0.253637,0,-0.275504,0
corrected,243-R-mPFC-S1-NE_2023_01_05,81,2,Engaged,0.289833,0.000106487,0.71006,0.574335,1,-0.740146,0.1
corrected,243-R-mPFC-S1-NE_2023_01_05,82,2,Engaged,0.291788,0.00824466,0.699968,0.304158,0,2.91556,0.025
corrected,243-R-mPFC-S1-NE_2023_01_05,83,2,Engaged,0.296212,0.00410087,0.699687,0.376193,1,1.38618,0.05
corrected,243-R-mPFC-S1-NE_2023_01_05,84,2,Engaged,0.296833,0.00452002,0.698647,0.997436,1,0.561061,1
corrected,243-R-mPFC-S1-NE_2023_01_05,85,2,Engaged,0.296908,9.92645e-05,0.702993,0.953525,1,-1.26178,0.25
corrected,243-R-mPFC-S1-NE_2023_01_05,86,2,Engaged,0.297466,8.3807e-05,0.70245,0.953509,1,0.304149,0.25
corrected,243-R-mPFC-S1-NE_2023_01_05,87,2,Engaged,0.298034,5.60447e-05,0.70191,0.953503,1,0.178781,0.25
corrected,243-R-mPFC-S1-NE_2023_01_05,88,2,Engaged,0.298879,0.000317661,0.700803,0.994203,1,0.827942,0.5
corrected,243-R-mPFC-S1-NE_2023_01_05,89,2,Engaged,0.299491,0.000334165,0.700175,0.95317,1,0.17649,0.25
corrected,243-R-mPFC-S1-NE_2023_01_05,90,2,Engaged,0.299872,0.00155678,0.698571,0.309571,0,-0.669762,0.025
corrected,243-R-mPFC-S1-NE_2023_01_05,91,2,Engaged,0.302051,0.000166565,0.697783,0.578253,1,-0.856523,0.1
corrected,243-R-mPFC-S1-NE_2023_01_05,92,2,Engaged,0.30339,0.000551979,0.696058,0.999488,1,-0.338228,1
corrected,243-R-mPFC-S1-NE_2023_01_05,93,2,Engaged,0.304878,0.000410611,0.694712,0.312601,1,-0.0406031,0.025
corrected,243-R-mPFC-S1-NE_2023_01_05,94,2,Engaged,0.304091,0.00012484,0.695784,0.953106,1,-0.390258,0.25
corrected,243-R-mPFC-S1-NE_2023_01_05,95,2,Engaged,0.303214,0.000138407,0.696647,0.994279,1,-0.80925,0.5
corrected,243-R-mPFC-S1-NE_2023_01_05,96,2,Engaged,0.302678,0.00104947,0.696273,0.578064,1,0.1104,0.1
corrected,243-R-mPFC-S1-NE_2023_01_06,1,0,Liberal,0.999058,8.25105e-06,0.000933386,0.981728,1,2.247,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,2,0,Liberal,0.999878,3.2749e-06,0.000118471,0.716383,1,0.900975,0.025
corrected,243-R-mPFC-S1-NE_2023_01_06,3,0,Liberal,0.999972,1.64648e-07,2.81368e-05,0.716438,1,-0.953382,0.025
corrected,243-R-mPFC-S1-NE_2023_01_06,4,0,Liberal,0.999993,6.82178e-08,6.7649e-06,0.682667,1,-0.150626,0
corrected,243-R-mPFC-S1-NE_2023_01_06,5,0,Liberal,0.999992,2.43928e-08,7.51843e-06,0.803691,1,-0.883105,0.1
corrected,243-R-mPFC-S1-NE_2023_01_06,6,0,Liberal,0.999991,2.8399e-08,9.22999e-06,0.914881,1,-1.06391,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,7,0,Liberal,0.999992,1.91429e-08,7.84282e-06,0.747965,1,-1.1439,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,8,0,Liberal,0.999988,3.86138e-08,1.16622e-05,0.682664,1,-0.823983,0
corrected,243-R-mPFC-S1-NE_2023_01_06,9,0,Liberal,0.999944,1.60102e-07,5.53974e-05,0.981719,1,-0.736614,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,10,0,Liberal,0.999896,5.15609e-08,0.000103801,0.80366,1,-1.33702,0.1
corrected,243-R-mPFC-S1-NE_2023_01_06,11,0,Liberal,0.999832,3.98749e-07,0.000167932,0.68257,1,-0.599129,0
corrected,243-R-mPFC-S1-NE_2023_01_06,12,0,Liberal,0.999278,3.52324e-06,0.000718354,0.999253,1,-0.487886,1
corrected,243-R-mPFC-S1-NE_2023_01_06,13,0,Liberal,0.998736,1.76488e-06,0.0012619,0.98174,1,-0.428695,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,14,0,Liberal,0.998156,6.71523e-07,0.00184367,0.914981,1,-0.745759,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,15,0,Liberal,0.997624,2.11576e-06,0.00237413,0.915009,1,-0.647677,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,16,0,Liberal,0.997108,2.94989e-05,0.00286247,0.999241,1,-0.66109,1
corrected,243-R-mPFC-S1-NE_2023_01_06,17,0,Liberal,0.996556,7.83064e-05,0.00336608,0.746138,0,-0.854531,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,18,0,Liberal,0.99641,8.54392e-05,0.00350483,0.680502,0,-0.85979,0
corrected,243-R-mPFC-S1-NE_2023_01_06,19,0,Liberal,0.996458,8.15315e-05,0.00346053,0.680532,0,-0.533202,0
corrected,243-R-mPFC-S1-NE_2023_01_06,20,0,Liberal,0.99672,1.39496e-05,0.00326618,0.99925,1,-1.02359,1
corrected,243-R-mPFC-S1-NE_2023_01_06,21,0,Liberal,0.997116,5.57043e-06,0.0028781,0.915034,1,0.822558,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,22,0,Liberal,0.99736,2.77211e-06,0.00263764,0.999255,1,-0.961875,1
corrected,243-R-mPFC-S1-NE_2023_01_06,23,0,Liberal,0.997833,9.06806e-06,0.00215746,0.914991,1,1.39473,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,24,0,Liberal,0.998118,2.26219e-05,0.00185981,0.999244,1,-0.556092,1
corrected,243-R-mPFC-S1-NE_2023_01_06,25,0,Liberal,0.998509,9.72579e-05,0.00139348,0.715578,0,0.578909,0.025
corrected,243-R-mPFC-S1-NE_2023_01_06,26,0,Liberal,0.999484,4.751e-06,0.000510876,0.68236,1,-0.503404,0
corrected,243-R-mPFC-S1-NE_2023_01_06,27,0,Liberal,0.999595,1.20467e-06,0.000403877,0.682427,1,-0.215912,0
corrected,243-R-mPFC-S1-NE_2023_01_06,28,0,Liberal,0.999556,8.73215e-07,0.000443136,0.999254,1,-0.839989,1
corrected,243-R-mPFC-S1-NE_2023_01_06,29,0,Liberal,0.999531,3.53087e-07,0.000468889,0.981726,1,-0.18375,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,30,0,Liberal,0.999517,1.04157e-06,0.00048245,0.68238,1,0.354649,0
corrected,243-R-mPFC-S1-NE_2023_01_06,31,0,Liberal,0.999127,8.60068e-07,0.000871992,0.747508,1,-0.768784,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,32,0,Liberal,0.997824,3.0923e-06,0.00217256,0.746821,1,-0.704526,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,33,0,Liberal,0.993737,4.31647e-05,0.0062194,0.999237,1,-0.390687,1
corrected,243-R-mPFC-S1-NE_2023_01_06,34,0,Liberal,0.988595,5.60476e-06,0.0113995,0.800008,1,-1.23694,0.1
corrected,243-R-mPFC-S1-NE_2023_01_06,35,0,Liberal,0.980978,1.06693e-05,0.0190115,0.982055,1,-0.803783,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,36,0,Liberal,0.974384,1.42594e-05,0.0256022,0.916279,1,-0.339633,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,37,0,Liberal,0.966865,4.94765e-05,0.0330853,0.982278,1,-0.995684,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,38,0,Liberal,0.960788,0.000615792,0.0385962,0.916481,1,-0.129499,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,39,0,Liberal,0.95078,0.00770877,0.0415114,0.995295,1,-0.774752,1
corrected,243-R-mPFC-S1-NE_2023_01_06,40,0,Liberal,0.936288,0.026581,0.0371313,0.676596,0,-0.72263,0.025
corrected,243-R-mPFC-S1-NE_2023_01_06,41,0,Liberal,0.928959,0.0710409,6.02077e-09,0.962481,0,0.967577,1
corrected,243-R-mPFC-S1-NE_2023_01_06,42,0,Liberal,0.933954,0.00364355,0.0624023,0.915207,1,-0.981817,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,43,0,Liberal,0.934207,0.000534123,0.0652587,0.91802,1,-0.794532,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,44,0,Liberal,0.93455,0.00188887,0.0635615,0.998324,1,1.2025,1
corrected,243-R-mPFC-S1-NE_2023_01_06,45,0,Liberal,0.934873,0.00492828,0.060199,0.780476,0,1.34952,0.1
corrected,243-R-mPFC-S1-NE_2023_01_06,46,0,Liberal,0.935907,0.00362035,0.0604726,0.678834,0,-0.62628,0.025
corrected,243-R-mPFC-S1-NE_2023_01_06,47,0,Liberal,0.93947,0.00154413,0.0589858,0.998499,1,-0.502315,1
corrected,243-R-mPFC-S1-NE_2023_01_06,48,0,Liberal,0.942558,0.000745429,0.0566963,0.917367,1,-0.384869,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,49,0,Liberal,0.945621,0.00319775,0.0511814,0.718696,0,-0.078115,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,50,0,Liberal,0.954363,0.0036463,0.0419905,0.723219,0,-0.586591,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,51,0,Liberal,0.9805,0.000192797,0.0193067,0.737653,1,-0.957134,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,52,0,Liberal,0.987959,0.000166902,0.0118742,0.999177,1,-0.665013,1
corrected,243-R-mPFC-S1-NE_2023_01_06,53,0,Liberal,0.995443,1.73493e-05,0.00453948,0.713805,1,-0.661062,0.025
corrected,243-R-mPFC-S1-NE_2023_01_06,54,0,Liberal,0.996785,4.19068e-06,0.00321043,0.680733,1,-0.800965,0
corrected,243-R-mPFC-S1-NE_2023_01_06,55,0,Liberal,0.996923,3.31112e-06,0.00307358,0.981771,1,-0.640752,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,56,0,Liberal,0.997048,8.10868e-06,0.00294345,0.999253,1,-0.973114,1
corrected,243-R-mPFC-S1-NE_2023_01_06,57,0,Liberal,0.997339,0.000106146,0.00255436,0.746546,0,1.64845,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,58,0,Liberal,0.998123,4.29024e-05,0.00183444,0.803068,1,0.773446,0.1
corrected,243-R-mPFC-S1-NE_2023_01_06,59,0,Liberal,0.998393,6.80413e-05,0.00153859,0.747109,0,-0.861466,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,60,0,Liberal,0.999258,3.66317e-06,0.000738211,0.716023,1,-1.03843,0.025
corrected,243-R-mPFC-S1-NE_2023_01_06,61,0,Liberal,0.999434,3.6182e-06,0.000562342,0.999253,1,-0.480536,1
corrected,243-R-mPFC-S1-NE_2023_01_06,62,0,Liberal,0.999631,5.09161e-07,0.000368834,0.747774,1,-0.143671,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,63,0,Liberal,0.999686,7.14631e-07,0.00031378,0.803592,1,0.0933904,0.1
corrected,243-R-mPFC-S1-NE_2023_01_06,64,0,Liberal,0.999721,1.57531e-05,0.000262891,0.716291,0,0.927318,0.025
corrected,243-R-mPFC-S1-NE_2023_01_06,65,0,Liberal,0.999853,1.08922e-05,0.00013607,0.999249,1,0.459786,1
corrected,243-R-mPFC-S1-NE_2023_01_06,66,0,Liberal,0.999952,4.7535e-07,4.77503e-05,0.682642,1,-0.773485,0
corrected,243-R-mPFC-S1-NE_2023_01_06,67,0,Liberal,0.999959,6.20168e-08,4.07823e-05,0.80368,1,-0.492569,0.1
corrected,243-R-mPFC-S1-NE_2023_01_06,68,0,Liberal,0.99996,5.49545e-08,3.95738e-05,0.914883,1,-0.586218,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,69,0,Liberal,0.999964,2.0348e-08,3.64357e-05,0.914882,1,-0.997184,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,70,0,Liberal,0.999978,6.87229e-08,2.1806e-05,0.747957,1,0.667782,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,71,0,Liberal,0.999976,4.08922e-08,2.37568e-05,0.914882,1,-0.140784,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,72,0,Liberal,0.999978,4.1581e-08,2.22934e-05,0.747957,1,-0.142367,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,73,0,Liberal,0.999966,1.7814e-07,3.37983e-05,0.716435,1,-0.175416,0.025
corrected,243-R-mPFC-S1-NE_2023_01_06,74,0,Liberal,0.999887,2.36918e-06,0.000110578,0.747909,0,-0.489708,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,75,0,Liberal,0.999878,1.67307e-06,0.000120808,0.999254,1,0.455369,1
corrected,243-R-mPFC-S1-NE_2023_01_06,76,0,Liberal,0.999866,2.48256e-07,0.000133705,0.80365,1,-0.156625,0.1
corrected,243-R-mPFC-S1-NE_2023_01_06,77,0,Liberal,0.999849,3.6675e-06,0.000146936,0.999253,1,1.15344,1
corrected,243-R-mPFC-S1-NE_2023_01_06,78,0,Liberal,0.999822,4.62157e-06,0.000173089,0.716351,0,-0.273279,0.025
corrected,243-R-mPFC-S1-NE_2023_01_06,79,0,Liberal,0.999855,5.99863e-06,0.000139246,0.999252,1,1.56132,1
corrected,243-R-mPFC-S1-NE_2023_01_06,80,0,Liberal,0.999875,2.85146e-06,0.000122091,0.999253,1,-0.0337825,1
corrected,243-R-mPFC-S1-NE_2023_01_06,81,0,Liberal,0.999894,1.37096e-07,0.000105767,0.914886,1,-0.413596,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,82,0,Liberal,0.999926,1.04304e-07,7.36081e-05,0.74793,1,0.730464,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,83,0,Liberal,0.99993,5.69803e-07,6.92415e-05,0.999254,1,1.13859,1
corrected,243-R-mPFC-S1-NE_2023_01_06,84,0,Liberal,0.999936,1.88852e-07,6.40047e-05,0.914884,1,0.956494,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,85,0,Liberal,0.999938,9.45458e-08,6.18376e-05,0.981719,1,-0.296195,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,86,0,Liberal,0.999948,1.917e-07,5.20026e-05,0.68264,1,0.557811,0
corrected,243-R-mPFC-S1-NE_2023_01_06,87,0,Liberal,0.9999,6.14207e-07,9.96246e-05,0.981719,1,-0.250449,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,88,0,Liberal,0.999847,3.07421e-06,0.00015027,0.747887,0,-0.723117,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,89,0,Liberal,0.999843,1.98468e-07,0.000156859,0.803643,1,-0.947748,0.1
corrected,243-R-mPFC-S1-NE_2023_01_06,90,0,Liberal,0.999831,8.84688e-07,0.000167818,0.68257,1,-0.0930274,0
corrected,243-R-mPFC-S1-NE_2023_01_06,91,0,Liberal,0.999701,5.12734e-05,0.000247975,0.716275,0,2.42229,0.025
corrected,243-R-mPFC-S1-NE_2023_01_06,92,0,Liberal,0.999625,1.56008e-05,0.000359235,0.999247,1,-1.42156,1
corrected,243-R-mPFC-S1-NE_2023_01_06,93,0,Liberal,0.999583,1.60522e-05,0.000400592,0.747746,0,0.477241,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,94,0,Liberal,0.999607,6.3759e-07,0.000392082,0.803566,1,0.123944,0.1
corrected,243-R-mPFC-S1-NE_2023_01_06,95,0,Liberal,0.99961,4.95161e-07,0.000389026,0.747763,1,1.00045,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,96,0,Liberal,0.999532,1.68875e-06,0.000466769,0.999254,1,0.460609,1
corrected,243-R-mPFC-S1-NE_2023_01_06,97,0,Liberal,0.999442,3.2155e-07,0.000557735,0.747674,1,-0.0252993,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,98,0,Liberal,0.999165,7.99917e-07,0.000834131,0.981733,1,0.591094,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,99,0,Liberal,0.998891,1.44112e-06,0.00110779,0.747384,1,0.604145,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,100,0,Liberal,0.997695,1.56433e-06,0.00230386,0.915006,1,-0.215119,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,101,0,Liberal,0.996775,2.89787e-05,0.00319616,0.680726,1,0.633744,0
corrected,243-R-mPFC-S1-NE_2023_01_06,102,0,Liberal,0.985802,0.00779717,0.00640106,0.739004,0,5.4597,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,103,0,Liberal,0.981996,0.00698055,0.0110231,0.671443,1,1.99489,0
corrected,243-R-mPFC-S1-NE_2023_01_06,104,0,Liberal,0.928606,0.00757355,0.0638204,0.639224,0,0.202577,0
corrected,243-R-mPFC-S1-NE_2023_01_06,105,0,Liberal,0.909975,0.00603223,0.0839924,0.699368,0,0.149289,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,106,0,Liberal,0.90563,0.0057914,0.0885783,0.996323,1,1.52238,1
corrected,243-R-mPFC-S1-NE_2023_01_06,107,0,Liberal,0.899463,0.00473746,0.0957993,0.694072,0,0.26167,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,108,0,Liberal,0.897609,0.00298323,0.099408,0.693428,0,0.364259,0.05
corrected,243-R-mPFC-S1-NE_2023_01_06,109,0,Liberal,0.897283,0.000264331,0.102453,0.770409,1,0.320015,0.1
corrected,243-R-mPFC-S1-NE_2023_01_06,110,0,Liberal,0.896231,1.09398e-05,0.103758,0.983597,1,0.0283243,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,111,0,Liberal,0.895802,4.64594e-05,0.104152,0.920579,1,2.5189,0.25
corrected,243-R-mPFC-S1-NE_2023_01_06,112,0,Liberal,0.895038,7.50727e-05,0.104887,0.983563,1,1.19212,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,113,0,Liberal,0.893981,7.56782e-05,0.105944,0.618753,1,0.294037,0
corrected,243-R-mPFC-S1-NE_2023_01_06,114,0,Liberal,0.88605,0.000354748,0.113595,0.983486,1,1.28721,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,115,0,Liberal,0.873675,0.000764462,0.12556,0.762564,0,-0.298484,0.1
corrected,243-R-mPFC-S1-NE_2023_01_06,116,0,Liberal,0.870511,0.000967376,0.128521,0.983239,1,1.15357,0.5
corrected,243-R-mPFC-S1-NE_2023_01_06,117,0,Liberal,0.86617,0.00230871,0.131521,0.998157,1,0.179971,1
corrected,243-R-mPFC-S1-NE_2023_01_09,1,0,Liberal,0.980051,0.000425162,0.019524,0.670622,0,0.0248141,0
corrected,243-R-mPFC-S1-NE_2023_01_09,2,0,Liberal,0.982031,3.60604e-05,0.0179334,0.915838,1,-0.130945,0.25
corrected,243-R-mPFC-S1-NE_2023_01_09,3,0,Liberal,0.983788,2.10499e-05,0.0161914,0.915754,1,-0.292996,0.25
corrected,243-R-mPFC-S1-NE_2023_01_09,4,0,Liberal,0.985729,0.000242719,0.0140281,0.674055,0,-0.0877241,0
corrected,243-R-mPFC-S1-NE_2023_01_09,5,0,Liberal,0.991417,4.6311e-05,0.00853683,0.981834,1,-0.162343,0.5
corrected,243-R-mPFC-S1-NE_2023_01_09,6,0,Liberal,0.997366,7.59031e-06,0.0026267,0.746579,1,0.0679694,0.05
corrected,243-R-mPFC-S1-NE_2023_01_09,7,0,Liberal,0.999371,4.03186e-06,0.000625066,0.747636,1,0.625291,0.05
corrected,243-R-mPFC-S1-NE_2023_01_09,8,0,Liberal,0.999871,6.25256e-07,0.000128823,0.682593,1,0.0567762,0
corrected,243-R-mPFC-S1-NE_2023_01_09,9,0,Liberal,0.999937,2.31764e-07,6.30907e-05,0.803673,1,0.626313,0.1
corrected,243-R-mPFC-S1-NE_2023_01_09,10,0,Liberal,0.999967,7.10978e-08,3.31773e-05,0.747951,1,-0.283171,0.05
corrected,243-R-mPFC-S1-NE_2023_01_09,11,0,Liberal,0.999973,3.81542e-08,2.71051e-05,0.914882,1,-0.295808,0.25
corrected,243-R-mPFC-S1-NE_2023_01_09,12,0,Liberal,0.999985,2.61378e-08,1.5333e-05,0.803688,1,0.207422,0.1
corrected,243-R-mPFC-S1-NE_2023_01_09,13,0,Liberal,0.999995,5.16235e-08,5.2041e-06,0.682668,1,1.02772,0
corrected,243-R-mPFC-S1-NE_2023_01_09,14,0,Liberal,0.999993,1.10787e-06,5.67238e-06,0.999254,1,2.29748,1
corrected,243-R-mPFC-S1-NE_2023_01_09,15,0,Liberal,0.999992,4.12382e-07,7.90439e-06,0.999254,1,-0.264317,1
corrected,243-R-mPFC-S1-NE_2023_01_09,16,0,Liberal,0.999994,1.33171e-07,5.72125e-06,0.981718,1,0.575178,0.5
corrected,243-R-mPFC-S1-NE_2023_01_09,17,0,Liberal,0.999999,3.22112e-08,1.21459e-06,0.716454,1,0.283818,0.025
corrected,243-R-mPFC-S1-NE_2023_01_09,18,0,Liberal,0.999999,1.7236e-08,5.04404e-07,0.716454,1,-0.232686,0.025
corrected,243-R-mPFC-S1-NE_2023_01_09,19,0,Liberal,1,1.23551e-08,3.04542e-07,0.682671,1,-0.412655,0
corrected,243-R-mPFC-S1-NE_2023_01_09,20,0,Liberal,1,4.13684e-08,4.28644e-07,0.716454,1,0.0109274,0.025
corrected,243-R-mPFC-S1-NE_2023_01_09,21,0,Liberal,0.999998,3.07029e-07,1.41846e-06,0.747968,1,-1.12686,0.05
corrected,243-R-mPFC-S1-NE_2023_01_09,22,0,Liberal,0.999986,1.37872e-05,2.17053e-08,0.981706,0,-0.0815955,0.5
corrected,243-R-mPFC-S1-NE_2023_01_09,23,0,Liberal,0.999997,1.20631e-06,1.85247e-06,0.803692,1,0.623432,0.1
corrected,243-R-mPFC-S1-NE_2023_01_09,24,0,Liberal,0.999997,2.40756e-08,3.22477e-06,0.747967,1,-0.962705,0.05
corrected,243-R-mPFC-S1-NE_2023_01_09,25,0,Liberal,0.999995,6.75625e-08,4.58654e-06,0.682669,1,1.15879,0
corrected,243-R-mPFC-S1-NE_2023_01_09,26,0,Liberal,0.999966,1.71173e-07,3.38217e-05,0.981719,1,-0.0586418,0.5
corrected,243-R-mPFC-S1-NE_2023_01_09,27,0,Liberal,0.999937,4.40792e-07,6.27199e-05,0.981719,1,-0.379223,0.5
corrected,243-R-mPFC-S1-NE_2023_01_09,28,0,Liberal,0.999909,2.8291e-06,8.81101e-05,0.999253,1,-0.431084,1
corrected,243-R-mPFC-S1-NE_2023_01_09,29,0,Liberal,0.999881,7.00145e-06,0.000112343,0.682599,0,-0.697504,0
corrected,243-R-mPFC-S1-NE_2023_01_09,30,0,Liberal,0.999888,6.13757e-06,0.000105598,0.682604,0,-0.813194,0
corrected,243-R-mPFC-S1-NE_2023_01_09,31,0,Liberal,0.999951,2.54457e-07,4.86208e-05,0.747943,1,-0.138298,0.05
corrected,243-R-mPFC-S1-NE_2023_01_09,32,0,Liberal,0.99997,4.17509e-08,3.01202e-05,0.803684,1,0.43264,0.1
corrected,243-R-mPFC-S1-NE_2023_01_09,33,0,Liberal,0.999985,1.03993e-07,1.5348e-05,0.803688,1,1.27971,0.1
corrected,243-R-mPFC-S1-NE_2023_01_09,34,0,Liberal,0.999989,4.55821e-08,1.07973e-05,0.914881,1,-0.35762,0.25
corrected,243-R-mPFC-S1-NE_2023_01_09,35,0,Liberal,0.999997,2.66329e-08,3.35081e-06,0.747967,1,-0.526272,0.05
corrected,243-R-mPFC-S1-NE_2023_01_09,36,0,Liberal,0.999999,1.75788e-08,1.00752e-06,0.716454,1,-0.610371,0.025
corrected,243-R-mPFC-S1-NE_2023_01_09,37,0,Liberal,0.999999,1.613e-08,6.73056e-07,0.716454,1,-0.629198,0.025
corrected,243-R-mPFC-S1-NE_2023_01_09,38,0,Liberal,0.999999,1.70786e-08,1.28136e-06,0.747968,1,-0.794218,0.05
corrected,243-R-mPFC-S1-NE_2023_01_09,39,0,Liberal,0.999997,2.05236e-08,2.99524e-06,0.914881,1,-1.03061,0.25
corrected,243-R-mPFC-S1-NE_2023_01_09,40,0,Liberal,0.999999,1.46197e-08,1.33058e-06,0.682671,1,-0.766973,0
corrected,243-R-mPFC-S1-NE_2023_01_09,41,0,Liberal,0.999997,3.40138e-08,3.44484e-06,0.914881,1,-0.355397,0.25
corrected,243-R-mPFC-S1-NE_2023_01_09,42,0,Liberal,0.999997,1.80313e-08,3.35656e-06,0.747967,1,-1.05011,0.05
corrected,243-R-mPFC-S1-NE_2023_01_09,43,0,Liberal,0.999994,2.45153e-08,6.26657e-06,0.803691,1,-1.03116,0.1
corrected,243-R-mPFC-S1-NE_2023_01_09,44,0,Liberal,0.999989,4.13221e-08,1.11238e-05,0.981718,1,-1.5943,0.5
corrected,243-R-mPFC-S1-NE_2023_01_09,45,0,Liberal,0.999988,1.42912e-08,1.16877e-05,0.80369,1,-1.04817,0.1
corrected,243-R-mPFC-S1-NE_2023_01_09,46,0,Liberal,0.999989,8.94798e-08,1.08825e-05,0.981718,1,0.158185,0.5
corrected,243-R-mPFC-S1-NE_2023_01_09,47,0,Liberal,0.999992,3.15622e-08,8.24928e-06,0.747964,1,-0.313212,0.05
corrected,243-R-mPFC-S1-NE_2023_01_09,48,0,Liberal,0.99999,5.81812e-07,9.28292e-06,0.999254,1,0.778592,1
corrected,243-R-mPFC-S1-NE_2023_01_09,49,0,Liberal,0.999989,1.00044e-07,1.13524e-05,0.981718,1,-0.963322,0.5
corrected,243-R-mPFC-S1-NE_2023_01_09,50,0,Liberal,0.99999,2.37822e-08,9.52211e-06,0.747964,1,-0.581254,0.05
corrected,243-R-mPFC-S1-NE_2023_01_09,51,0,Liberal,0.999986,2.3543e-08,1.38328e-05,0.914881,1,-0.297047,0.25
corrected,243-R-mPFC-S1-NE_2023_01_09,52,0,Liberal,0.999987,5.00543e-08,1.32236e-05,0.914881,1,0.359581,0.25
corrected,243-R-mPFC-S1-NE_2023_01_09,53,0,Liberal,0.999989,3.28379e-08,1.09552e-05,0.80369,1,-0.288112,0.1
corrected,243-R-mPFC-S1-NE_2023_01_09,54,0,Liberal,0.999989,2.62995e-08,1.10464e-05,0.80369,1,-0.730041,0.1
corrected,243-R-mPFC-S1-NE_2023_01_09,55,0,Liberal,0.999987,5.81226e-08,1.27457e-05,0.981718,1,-0.860011,0.5
corrected,243-R-mPFC-S1-NE_2023_01_09,56,0,Liberal,0.999989,2.20048e-08,1.10454e-05,0.80369,1,-0.677421,0.1
corrected,243-R-mPFC-S1-NE_2023_01_09,57,0,Liberal,0.99999,1.64722e-08,1.00419e-05,0.682665,1,-0.386788,0
corrected,243-R-mPFC-S1-NE_2023_01_09,58,0,Liberal,0.999975,3.26685e-08,2.54038e-05,0.803685,1,0.723879,0.1
corrected,243-R-mPFC-S1-NE_2023_01_09,59,0,Liberal,0.999952,1.71449e-07,4.80944e-05,0.747943,1,1.0418,0.05
corrected,243-R-mPFC-S1-NE_2023_01_09,60,0,Liberal,0.999847,8.59703e-07,0.000152539,0.98172,1,0.155912,0.5
corrected,243-R-mPFC-S1-NE_2023_01_09,61,0,Liberal,0.99972,3.21681e-06,0.0002768,0.747821,0,-0.580239,0.05
corrected,243-R-mPFC-S1-NE_2023_01_09,62,0,Liberal,0.999697,5.25675e-07,0.000302016,0.981723,1,-0.118034,0.5
corrected,243-R-mPFC-S1-NE_2023_01_09,63,0,Liberal,0.99968,1.7285e-07,0.000320286,0.80359,1,0.0714707,0.1
